,amt,gender,category,is_fraud
1294616,6.42,F,travel,0
425810,6.55,M,misc_net,0
864747,185.09,F,home,0
226205,38.58,M,health_fitness,0
1235518,1.58,F,shopping_pos,0
822876,59.34,M,gas_transport,0
181586,41.31,M,gas_transport,0
556029,73.84,M,health_fitness,0
50996,63.19,M,food_dining,0
1009816,18.52,M,home,0
520850,5.74,F,shopping_pos,0
979918,3.9,F,shopping_net,0
444244,5.72,F,misc_pos,0
437447,1.4,M,entertainment,0
906663,47.92,M,home,0
1283079,99.22,M,grocery_pos,0
560102,23.1,F,shopping_net,0
58928,54.67,F,food_dining,0
101799,76.75,F,kids_pets,0
924596,36.61,F,home,0
7164,28.36,M,home,0
326532,10.9,M,entertainment,0
627210,23.97,M,kids_pets,0
250230,100.35,F,grocery_pos,0
811692,51.83,F,grocery_net,0
627926,3.07,M,shopping_net,0
621657,207.02,F,shopping_pos,0
787464,209.63,M,shopping_net,0
760701,4.3,F,personal_care,0
92507,41.43,F,personal_care,0
1063714,92.66,M,grocery_pos,0
19439,98.0,F,personal_care,0
290750,110.03,M,food_dining,0
226994,49.41,F,home,0
126039,7.42,F,misc_pos,0
584610,144.03,M,shopping_pos,0
452288,68.95,M,gas_transport,0
1178021,24.02,F,personal_care,0
773599,80.62,M,grocery_net,0
1193017,193.88,F,shopping_net,0
363324,25.83,M,entertainment,0
656811,2.2,F,food_dining,0
1074307,184.42,F,entertainment,0
1026208,11.97,M,home,0
241391,77.3,M,home,0
805359,6.42,F,travel,0
1291575,163.0,M,health_fitness,0
858910,12.92,F,personal_care,0
1181890,14.99,M,food_dining,0
467485,99.32,M,food_dining,0
151198,8.28,F,shopping_pos,0
342947,10.42,M,personal_care,0
264893,364.59,M,kids_pets,0
1136698,230.13,F,grocery_pos,0
1094020,2.38,F,personal_care,0
692216,69.9,M,health_fitness,0
753286,112.91,M,grocery_net,0
722176,9.73,F,misc_pos,0
1267410,36.38,F,gas_transport,0
1006313,4.07,F,shopping_pos,0
921967,3.34,F,misc_net,0
1115985,8.27,M,travel,0
206049,30.23,M,grocery_net,0
630840,55.81,F,gas_transport,0
936888,46.01,F,gas_transport,0
1138557,184.2,F,kids_pets,0
1170484,54.37,F,home,0
863998,13.3,F,kids_pets,0
193573,123.26,F,shopping_net,0
973265,75.69,F,gas_transport,0
1194893,77.36,M,gas_transport,0
129369,96.48,F,grocery_pos,0
181175,39.9,F,personal_care,0
251723,236.52,M,shopping_pos,0
1096211,5.8,M,shopping_pos,0
185610,11.77,M,home,0
404683,63.37,F,home,0
183464,21.26,F,grocery_net,0
485222,142.87,M,grocery_pos,0
524321,85.34,F,gas_transport,0
7777,64.74,M,gas_transport,0
733896,169.2,M,food_dining,0
605237,61.02,M,food_dining,0
836976,75.55,M,home,0
790620,40.78,F,grocery_net,0
642645,44.34,F,grocery_net,0
379081,135.49,F,home,0
735127,2.02,M,home,0
908123,15.71,F,health_fitness,0
111182,4.52,F,travel,0
1066120,181.39,F,misc_pos,0
707856,535.7,F,shopping_net,0
1013252,64.1,F,misc_pos,0
1295150,81.93,F,kids_pets,0
522549,222.19,F,grocery_pos,0
1009915,113.19,F,home,0
80710,12.6,F,shopping_pos,0
169854,11.77,F,misc_pos,0
769579,39.3,F,food_dining,0
307854,47.5,F,gas_transport,0
599693,83.9,F,personal_care,0
390895,97.95,F,food_dining,0
70804,3.98,M,entertainment,0
1025860,79.75,F,gas_transport,0
617635,121.44,F,entertainment,0
748242,34.53,M,health_fitness,0
1086821,39.82,F,entertainment,0
1123478,157.97,M,misc_net,0
1083108,60.6,F,home,0
871197,714.67,M,shopping_net,0
61033,55.34,M,kids_pets,0
915049,74.43,M,health_fitness,0
1086,30.29,M,home,0
85512,28.42,F,kids_pets,0
765868,27.24,M,misc_pos,0
335767,6.92,M,health_fitness,0
1238798,5.11,F,shopping_net,0
737751,31.26,M,misc_pos,0
163432,43.81,F,health_fitness,0
621434,826.15,F,shopping_pos,0
597437,2.95,F,shopping_pos,0
897909,65.54,M,grocery_pos,0
625585,1.13,M,travel,0
293539,2.12,M,food_dining,0
1185345,18.58,M,home,0
523343,68.3,M,personal_care,0
1267605,5.54,F,shopping_net,0
667082,7.94,F,food_dining,0
729589,71.68,M,gas_transport,0
509285,33.95,M,shopping_net,0
770469,129.82,M,home,0
1172631,64.12,M,entertainment,0
417974,74.98,M,personal_care,0
1055772,21.63,M,food_dining,0
1157015,3.36,M,shopping_net,0
1195415,5.89,F,food_dining,0
132116,24.82,F,entertainment,0
22245,19.21,M,shopping_pos,0
965876,2.02,F,shopping_net,0
805023,75.31,M,entertainment,0
708863,185.92,F,misc_net,0
52365,80.08,F,personal_care,0
1186490,1.38,F,shopping_net,0
372234,207.03,M,health_fitness,0
297692,100.34,M,shopping_net,0
1143336,80.15,F,gas_transport,0
462246,1.39,F,travel,0
826686,9.9,F,travel,0
115940,185.59,F,personal_care,0
767679,3.94,F,kids_pets,0
415428,72.5,M,health_fitness,0
478748,12.55,M,home,0
963836,1.37,F,shopping_pos,0
573212,1.28,F,food_dining,0
939037,110.36,M,kids_pets,0
334384,86.31,F,food_dining,0
793841,89.28,M,home,0
667138,54.83,F,kids_pets,0
1112364,14.44,F,entertainment,0
672372,7.83,F,shopping_pos,0
874693,44.58,M,grocery_net,0
611531,7.77,F,shopping_net,0
579134,53.32,M,gas_transport,0
1144816,1482.02,F,shopping_net,0
53888,7.74,F,shopping_net,0
1022717,8.01,F,shopping_net,0
671126,40.89,M,misc_pos,0
4419,7.82,M,health_fitness,0
507443,105.98,M,home,0
1133925,97.41,M,personal_care,0
378911,14.82,F,entertainment,0
1279726,52.41,M,gas_transport,0
341655,2.53,M,misc_pos,0
1041262,2.76,M,misc_pos,0
540652,58.99,F,misc_net,0
1145824,61.49,M,gas_transport,0
623090,112.77,M,gas_transport,0
163993,77.87,M,grocery_pos,0
1095905,11.25,F,kids_pets,0
92996,5.44,M,shopping_pos,0
235449,29.2,F,kids_pets,0
137999,13.71,M,personal_care,0
49355,5.71,M,entertainment,0
728525,104.06,M,home,0
764349,50.74,M,personal_care,0
976608,153.3,F,food_dining,0
654007,82.06,F,health_fitness,0
185544,116.66,F,personal_care,0
1111446,1.46,M,shopping_pos,0
853784,8.39,M,misc_pos,0
609173,43.3,F,home,0
47491,138.39,F,health_fitness,0
387096,31.72,M,entertainment,0
381103,9.18,M,shopping_net,0
1077361,299.15,M,shopping_pos,0
850588,1.23,F,travel,0
276788,5.63,F,shopping_net,0
633142,197.12,F,entertainment,0
1254168,34.99,M,food_dining,0
320191,44.04,M,food_dining,0
453868,3.56,F,shopping_net,0
1219597,6.88,F,misc_net,0
375931,34.89,M,entertainment,0
800732,84.74,M,food_dining,0
567849,146.95,M,kids_pets,0
206646,12.01,F,personal_care,0
164008,82.94,M,gas_transport,0
476328,7.81,F,shopping_pos,0
376496,1.61,F,shopping_net,0
847094,47.7,F,grocery_net,0
211511,3.48,F,shopping_net,0
180348,50.93,M,entertainment,0
263453,72.68,F,grocery_net,0
1188107,154.83,M,kids_pets,0
365866,13.36,F,food_dining,0
1050993,243.67,F,shopping_pos,0
474230,13.91,F,home,0
879060,136.95,M,shopping_pos,0
693355,32.51,M,kids_pets,0
686137,32.74,M,misc_pos,0
789294,24.72,M,kids_pets,0
361765,91.96,F,grocery_pos,0
75381,45.39,M,health_fitness,0
952270,4.71,M,personal_care,0
1015099,55.2,F,food_dining,0
536403,193.38,M,personal_care,0
158591,101.03,F,grocery_pos,0
290743,1.03,M,misc_net,0
577627,2.82,F,shopping_net,0
1229803,4.86,F,food_dining,0
959155,49.52,F,entertainment,0
365226,63.82,M,gas_transport,0
700161,103.62,M,grocery_pos,0
1069026,56.1,M,kids_pets,0
63571,44.75,F,gas_transport,0
873335,9.44,F,shopping_net,0
1029338,157.13,M,shopping_pos,0
215807,84.06,F,grocery_pos,0
255777,32.49,M,grocery_net,0
426358,6.07,F,travel,0
878814,68.65,M,grocery_pos,0
908767,50.63,M,grocery_pos,0
755020,212.31,F,food_dining,0
639104,57.03,F,gas_transport,0
1053283,46.1,F,gas_transport,0
233304,9.5,M,kids_pets,0
948990,4.84,F,misc_pos,0
1184549,66.3,F,gas_transport,0
463147,121.25,F,grocery_pos,0
430550,269.52,F,grocery_pos,0
904793,47.15,M,gas_transport,0
137709,1.94,M,misc_pos,0
945339,3.61,F,misc_pos,0
1134086,7.47,F,personal_care,0
750861,84.15,M,home,0
996911,38.48,M,shopping_net,0
58311,72.86,M,grocery_net,0
282180,443.12,M,travel,0
551879,74.36,M,gas_transport,0
327327,210.84,F,grocery_pos,0
231218,71.65,F,gas_transport,0
141349,174.21,F,health_fitness,0
1185570,8.77,M,shopping_pos,0
991434,17.3,F,shopping_pos,0
893387,83.86,F,home,0
32424,69.22,M,grocery_pos,0
39549,186.91,F,grocery_pos,0
1228495,33.34,F,health_fitness,0
1280856,1.99,F,shopping_net,0
853909,57.46,M,gas_transport,0
750523,91.21,M,gas_transport,0
459627,114.67,F,grocery_pos,0
202403,94.72,F,grocery_net,0
1070660,6.78,M,shopping_pos,0
1087589,176.26,F,food_dining,0
1230964,44.89,M,grocery_net,0
1098594,62.02,M,food_dining,0
715729,64.14,F,grocery_pos,0
387645,87.09,M,home,0
1282692,1.09,M,misc_net,0
723412,9.27,F,personal_care,0
1234825,8.58,M,shopping_net,0
499810,54.4,M,shopping_pos,0
246104,28.19,F,home,0
977724,223.74,F,grocery_pos,0
164704,26.03,F,kids_pets,0
846984,225.56,F,grocery_pos,0
9489,90.51,M,home,0
1077935,113.99,F,home,0
229627,9.68,F,misc_pos,0
116472,31.17,M,misc_pos,0
509788,49.19,M,kids_pets,0
379521,42.29,F,personal_care,0
1118814,41.79,F,kids_pets,0
1252000,137.34,F,kids_pets,0
1296644,4.23,F,personal_care,0
572462,11.99,M,food_dining,0
958037,52.22,M,gas_transport,0
653733,58.77,M,entertainment,0
1210098,16.5,M,home,0
537687,5.84,M,food_dining,0
663696,124.6,M,grocery_pos,0
414083,5.86,M,home,0
596190,1.08,F,food_dining,0
44165,31.29,F,shopping_net,0
1228832,55.57,F,grocery_net,0
360214,189.8,M,kids_pets,0
506120,2.37,M,shopping_net,0
347417,27.62,M,misc_pos,0
1114824,72.87,F,food_dining,0
394729,2.61,F,personal_care,0
1272580,8.92,F,shopping_pos,0
1150543,85.51,F,kids_pets,0
1047119,59.13,F,gas_transport,0
120996,88.54,M,grocery_pos,0
354711,110.8,M,grocery_pos,0
395301,2.55,F,home,0
536453,30.41,F,home,0
788034,22.13,F,food_dining,0
187700,42.98,M,home,0
1106134,45.47,F,kids_pets,0
260229,73.73,M,home,0
1181394,8.82,F,travel,0
721507,2.19,M,shopping_pos,0
428090,67.51,F,gas_transport,0
959279,1.76,F,kids_pets,0
1009934,240.23,F,shopping_pos,0
103322,54.41,F,home,0
421335,92.39,F,personal_care,0
736357,93.78,F,grocery_pos,0
242274,15.33,F,kids_pets,0
323518,58.96,M,food_dining,0
1009195,16.53,F,shopping_net,0
923627,16.95,M,kids_pets,0
998664,147.84,M,misc_pos,0
133824,1.75,F,travel,0
486040,3.45,F,shopping_pos,0
488385,31.59,M,personal_care,0
1079265,194.93,F,misc_net,0
516226,3.8,F,shopping_pos,0
486702,49.16,F,gas_transport,0
906708,134.79,M,kids_pets,0
993302,2.78,F,shopping_pos,0
707844,3.38,F,travel,0
940521,51.33,M,food_dining,0
249497,70.89,M,entertainment,0
1245980,73.86,M,personal_care,0
262727,104.75,F,grocery_pos,0
758663,1.81,M,travel,0
225583,92.53,F,misc_net,0
994041,143.02,F,grocery_pos,0
1102964,103.46,M,grocery_pos,0
759356,78.5,F,grocery_pos,0
205503,37.01,M,shopping_pos,0
910346,34.25,F,gas_transport,0
650537,6.5,M,travel,0
948909,53.5,F,health_fitness,0
1198093,49.57,F,gas_transport,0
806450,90.3,F,grocery_pos,0
230421,16.74,M,food_dining,0
1124278,142.21,M,shopping_pos,0
967165,1.02,F,food_dining,0
601609,78.32,M,entertainment,0
662015,3.39,M,shopping_net,0
196918,74.17,M,entertainment,0
217404,9.02,F,shopping_net,0
42444,93.46,M,shopping_net,0
313685,65.03,M,food_dining,0
130634,187.77,M,misc_pos,0
410762,1.17,M,shopping_net,0
1201564,1.09,M,kids_pets,0
274292,3.23,M,shopping_net,0
1288339,115.06,F,kids_pets,0
739604,54.53,M,kids_pets,0
605964,58.9,F,kids_pets,0
118667,88.84,F,grocery_pos,0
899638,56.23,F,food_dining,0
762120,8.45,M,travel,0
73436,123.25,F,shopping_pos,0
312186,1.72,F,misc_net,0
588450,53.34,F,gas_transport,0
619265,14.24,F,personal_care,0
647216,5.9,F,personal_care,0
857302,3.86,M,shopping_pos,0
1164557,4.67,F,travel,0
58255,77.15,M,grocery_pos,0
583308,72.26,F,gas_transport,0
1021243,149.62,F,grocery_pos,0
832909,454.32,M,travel,0
1246049,4.79,F,shopping_pos,0
492691,41.89,F,food_dining,0
393101,5.63,F,shopping_pos,0
821696,37.91,M,misc_pos,0
1169798,23.92,F,kids_pets,0
118892,181.64,F,grocery_pos,0
965976,8.11,F,shopping_net,0
1021212,112.79,F,grocery_pos,0
1167625,16.85,F,misc_pos,0
150899,3.75,F,shopping_net,0
1192776,71.49,F,health_fitness,0
84626,82.18,M,grocery_pos,0
317380,139.97,M,grocery_pos,0
791506,126.97,F,entertainment,0
120859,32.3,M,misc_pos,0
376775,3.86,M,shopping_pos,0
863959,33.94,F,kids_pets,0
82277,48.47,M,grocery_net,0
831991,7.77,M,misc_net,0
708112,120.98,F,kids_pets,0
439538,66.19,F,gas_transport,0
525583,25.26,M,home,0
395126,3.26,M,shopping_net,0
631150,62.33,F,kids_pets,0
614806,71.32,M,gas_transport,0
1210053,7.65,M,personal_care,0
898898,77.55,M,health_fitness,0
1209559,7.68,M,personal_care,0
1177490,43.69,M,gas_transport,0
281780,11.78,F,entertainment,0
1286534,96.08,F,kids_pets,0
1239431,38.15,F,grocery_net,0
306233,7.94,F,shopping_pos,0
975803,7.01,M,misc_pos,0
948215,96.68,M,grocery_pos,0
427954,2.61,M,misc_net,0
1098405,1.57,M,home,0
1222544,13.93,F,kids_pets,0
718797,73.3,M,gas_transport,0
164530,3.43,M,shopping_net,0
86941,90.81,F,food_dining,0
790592,154.21,F,grocery_pos,0
538954,98.81,M,grocery_pos,0
472565,57.45,F,gas_transport,0
891096,56.03,M,gas_transport,0
894719,36.46,F,home,0
1079451,1.46,M,misc_net,0
957857,54.16,F,gas_transport,0
145944,17.15,F,personal_care,0
617658,2.69,M,misc_pos,0
1140087,83.87,F,gas_transport,0
333813,95.42,F,grocery_pos,0
439711,89.7,F,grocery_pos,0
30053,21.51,F,health_fitness,0
157339,76.58,M,health_fitness,0
703055,99.04,M,grocery_pos,0
420282,8.36,F,shopping_pos,0
384794,47.63,F,gas_transport,0
919444,9.56,M,personal_care,0
199057,27.26,F,health_fitness,0
870670,42.49,F,shopping_net,0
546756,45.17,M,grocery_pos,0
1168549,101.87,M,gas_transport,0
830559,28.9,F,food_dining,0
705721,76.77,M,grocery_pos,0
971642,33.02,F,food_dining,0
142089,1.7,F,shopping_net,0
13245,81.02,F,kids_pets,0
428200,66.66,F,misc_pos,0
876724,2.31,M,personal_care,0
1075334,79.0,M,home,0
298975,73.69,M,gas_transport,0
308008,3.66,M,personal_care,0
119927,9.52,F,shopping_pos,0
104755,56.53,F,grocery_net,0
1015223,122.03,F,misc_net,0
135517,30.06,M,home,0
463178,27.72,M,food_dining,0
514898,38.03,F,gas_transport,0
953808,44.63,F,gas_transport,0
822935,50.93,M,gas_transport,0
403273,49.68,F,entertainment,0
572850,115.55,F,kids_pets,0
617250,6.32,F,shopping_net,0
290235,27.98,F,personal_care,0
778841,60.35,F,gas_transport,0
426590,38.69,F,food_dining,0
498052,63.08,F,entertainment,0
416159,118.53,F,grocery_pos,0
975192,186.96,F,entertainment,0
450139,194.89,F,grocery_pos,0
1015788,60.83,F,grocery_net,0
1220540,6.79,M,misc_net,0
481212,2.25,F,home,0
539866,112.29,F,grocery_pos,0
165611,8.31,M,misc_net,0
236234,23.53,F,food_dining,0
546915,56.47,M,gas_transport,0
705768,6.03,M,misc_net,0
728667,9.3,F,shopping_net,0
1176434,37.45,F,kids_pets,0
1129714,134.37,M,shopping_pos,0
605478,45.63,F,health_fitness,0
1014449,75.86,M,kids_pets,0
374463,110.05,M,grocery_pos,0
423657,387.23,F,misc_net,0
669908,27.13,F,kids_pets,0
1127501,8.89,M,shopping_pos,0
1120941,67.15,M,gas_transport,0
801404,5.92,M,shopping_pos,0
594479,57.21,F,gas_transport,0
841777,9.93,F,shopping_net,0
1023321,1.68,F,home,0
955585,69.43,M,gas_transport,0
521195,13.02,F,entertainment,0
110889,118.04,M,misc_net,0
183371,113.96,M,grocery_pos,0
464333,127.41,F,misc_pos,0
624441,146.66,M,personal_care,0
628206,28.12,F,home,0
232210,1.33,F,misc_pos,0
901786,96.57,M,gas_transport,0
61886,9.69,F,shopping_pos,0
42796,62.93,M,entertainment,0
113677,63.35,F,gas_transport,0
569197,55.69,F,kids_pets,0
1171171,129.07,F,grocery_net,0
1192439,135.18,F,kids_pets,0
836191,34.02,M,misc_pos,0
824250,2.8,F,home,0
961703,122.32,F,home,0
256850,1.62,F,misc_net,0
1088903,86.77,F,shopping_net,0
30948,81.37,M,kids_pets,0
409188,39.17,M,health_fitness,0
51233,81.82,M,home,0
1064620,36.9,F,food_dining,0
575621,72.55,M,grocery_pos,0
747407,6.04,F,shopping_pos,0
565385,1.24,M,travel,0
494133,3.82,F,kids_pets,0
939543,86.19,M,health_fitness,0
461323,42.47,F,home,0
1284821,34.98,F,shopping_pos,0
616864,17.34,F,shopping_pos,0
561239,8.47,M,food_dining,0
875694,80.68,M,home,0
1208913,1.11,F,misc_pos,0
1128912,122.83,M,kids_pets,0
13670,134.88,F,shopping_net,0
1123187,44.95,M,personal_care,0
342630,13.21,F,kids_pets,0
336668,10.68,M,home,0
371934,19.1,F,personal_care,0
1127813,1.96,F,misc_net,0
344511,25.92,M,food_dining,0
375620,51.3,M,health_fitness,0
199486,74.86,F,entertainment,0
447535,103.27,F,grocery_pos,0
1158494,86.6,F,gas_transport,0
754068,56.61,M,kids_pets,0
970289,213.75,F,grocery_pos,0
245707,84.1,M,home,0
758343,1.72,F,shopping_net,0
1060599,27.65,M,grocery_net,0
30467,2.78,F,misc_pos,0
1295605,144.68,F,food_dining,0
990641,37.77,M,health_fitness,0
742637,106.93,F,food_dining,0
635655,103.25,M,health_fitness,0
840860,72.64,M,entertainment,0
1136035,95.81,F,personal_care,0
753279,103.51,F,grocery_pos,0
105363,1.73,F,misc_pos,0
1270194,5.16,F,shopping_pos,0
307292,12.13,F,shopping_pos,0
1226703,54.68,M,food_dining,0
770119,7.87,F,travel,0
62989,20.45,F,food_dining,0
937574,2.68,M,travel,0
1212759,26.51,M,kids_pets,0
1148237,96.51,F,personal_care,0
189309,1.15,F,misc_net,0
708303,4.68,M,health_fitness,0
279760,55.8,F,home,0
250705,59.32,F,shopping_pos,0
53921,35.31,M,home,0
1203620,2.84,F,misc_net,0
975365,2.83,F,food_dining,0
159315,61.44,M,entertainment,0
680542,91.19,F,food_dining,0
184752,101.12,M,kids_pets,0
170070,75.09,M,misc_pos,0
983476,127.76,F,kids_pets,0
437891,82.22,M,food_dining,0
1102607,7.38,M,food_dining,0
743250,108.77,M,shopping_net,0
153609,70.62,F,health_fitness,0
1080935,53.19,M,home,0
574925,8.17,M,shopping_net,0
640366,57.83,M,food_dining,0
1201040,2.26,F,travel,0
895315,24.44,F,health_fitness,0
313977,35.59,F,grocery_net,0
592973,3.24,M,misc_pos,0
454430,1.59,M,health_fitness,0
1039413,59.05,F,gas_transport,0
446814,75.14,M,home,0
6706,30.33,M,misc_pos,0
384748,83.69,M,grocery_pos,0
1243793,200.52,F,grocery_pos,0
526563,30.79,M,gas_transport,0
876949,9.14,M,travel,0
527717,7.71,F,travel,0
1067991,97.01,F,grocery_pos,0
860840,4.27,F,personal_care,0
1070134,57.67,F,entertainment,0
594221,9.0,F,misc_pos,0
758152,27.12,M,entertainment,0
1197220,4.73,M,personal_care,0
1172897,8.84,M,travel,0
157378,5.43,M,travel,0
340871,30.4,F,kids_pets,0
861512,121.3,F,shopping_pos,0
669412,132.12,F,kids_pets,0
951017,50.51,F,health_fitness,0
181302,36.9,F,kids_pets,0
695949,82.12,M,grocery_pos,0
327757,70.67,F,personal_care,0
466716,92.06,M,home,0
205943,91.36,M,shopping_net,0
1167033,89.0,F,gas_transport,0
839571,82.54,F,home,0
1249780,74.63,F,health_fitness,0
324544,52.26,M,health_fitness,0
370808,31.36,M,kids_pets,0
699290,66.81,F,gas_transport,0
186279,118.19,M,grocery_pos,0
1254237,9.21,F,travel,0
1272373,24.0,M,kids_pets,0
558376,38.18,M,misc_pos,0
637772,112.19,M,entertainment,0
84038,68.17,F,gas_transport,0
541461,39.79,M,kids_pets,0
898794,866.75,F,shopping_pos,0
6853,3.32,F,shopping_pos,0
200389,7.8,M,shopping_pos,0
170404,5.59,F,shopping_pos,0
1019912,9.39,F,misc_net,0
908940,189.23,F,shopping_pos,0
274625,3.89,F,shopping_pos,0
21437,31.94,M,health_fitness,0
1210391,2.16,F,misc_pos,0
500701,70.31,M,grocery_pos,0
1270774,89.3,M,grocery_net,0
486151,110.21,M,home,0
69911,6.77,M,shopping_net,0
176288,5.84,F,food_dining,0
730040,1.18,F,personal_care,0
1030000,9.28,F,misc_pos,0
818452,5.11,F,shopping_pos,0
419412,81.52,M,entertainment,0
890437,97.75,M,home,0
1278088,2.25,F,shopping_pos,0
793489,152.57,F,personal_care,0
611780,5.07,M,health_fitness,0
425048,80.6,M,home,0
390266,150.99,M,health_fitness,0
417484,4.04,F,shopping_pos,0
1035504,18.83,F,food_dining,0
1063931,5.04,M,misc_pos,0
966279,2.86,M,misc_pos,0
108258,91.29,M,personal_care,0
126702,61.02,F,gas_transport,0
691908,81.17,F,home,0
1284101,2.19,F,shopping_pos,0
1116344,3.71,M,misc_pos,0
1053703,110.04,M,gas_transport,0
422909,8.2,F,misc_pos,0
420184,59.96,M,gas_transport,0
280047,120.13,F,home,0
1057454,114.69,F,grocery_pos,0
220795,215.66,F,home,0
381727,5.77,F,misc_net,0
489281,75.73,F,gas_transport,0
268714,46.05,F,misc_pos,0
460440,81.87,M,gas_transport,0
663469,6.97,F,misc_pos,0
468916,72.02,M,home,0
961713,3.44,F,shopping_net,0
1133513,9.4,F,shopping_net,0
524275,33.46,F,entertainment,0
421213,98.78,F,gas_transport,0
428813,81.31,M,kids_pets,0
358138,760.38,F,misc_pos,0
1156069,56.83,M,gas_transport,0
1259530,2.24,M,shopping_pos,0
1025045,21.62,F,shopping_net,0
206775,15.81,M,health_fitness,0
467312,11.84,F,misc_net,0
231413,2.25,F,misc_net,0
31153,21.01,F,entertainment,0
94020,85.06,M,shopping_net,0
638360,106.29,M,food_dining,0
796561,75.9,F,gas_transport,0
260959,73.6,M,gas_transport,0
48765,56.98,M,home,0
128891,53.23,F,home,0
1075113,5.06,M,misc_pos,0
246484,71.28,M,kids_pets,0
1096148,112.95,F,health_fitness,0
18210,27.18,M,kids_pets,0
712075,86.2,M,grocery_pos,0
929439,211.21,F,grocery_pos,0
779393,50.36,F,entertainment,0
609072,20.66,F,kids_pets,0
585703,8.11,F,entertainment,0
206452,73.69,M,health_fitness,0
5477,3.11,M,food_dining,0
401439,90.7,F,gas_transport,0
581049,62.04,F,health_fitness,0
666527,6.52,F,health_fitness,0
42652,10.05,F,personal_care,0
145313,8.04,F,misc_pos,0
1261158,6.35,F,health_fitness,0
908731,20.98,F,food_dining,0
50170,16.41,F,entertainment,0
1114165,61.78,M,grocery_net,0
1010730,7.87,M,shopping_net,0
732268,7.77,M,entertainment,0
1291796,88.7,M,health_fitness,0
479982,25.96,F,misc_pos,0
477450,36.63,F,shopping_pos,0
748712,19.73,F,health_fitness,0
592882,20.85,F,personal_care,0
707953,8.12,M,travel,0
828419,15.64,F,food_dining,0
32949,5.18,F,entertainment,0
1268522,40.05,M,kids_pets,0
37122,167.74,M,shopping_pos,0
514171,77.77,M,food_dining,0
1254467,75.49,M,home,0
183472,63.8,F,grocery_net,0
124848,1.66,M,shopping_net,0
252599,56.55,M,grocery_net,0
496981,228.22,F,shopping_net,0
576171,34.75,M,food_dining,0
88332,25.18,F,personal_care,0
34666,37.69,F,kids_pets,0
488311,33.1,F,home,0
1186726,22.03,F,misc_net,0
539512,115.64,F,grocery_pos,0
697862,66.59,M,gas_transport,0
1153346,44.68,M,gas_transport,0
753363,54.59,M,shopping_net,0
597159,63.97,F,gas_transport,0
1015061,208.15,F,grocery_pos,0
1065166,75.11,M,health_fitness,0
400867,43.32,F,gas_transport,0
389983,58.6,F,home,0
395638,44.06,M,health_fitness,0
674631,59.99,F,kids_pets,0
1095878,11.68,M,shopping_net,0
921851,137.0,F,personal_care,0
105688,1.21,F,shopping_pos,0
414137,10.98,F,food_dining,0
1185808,78.09,M,home,0
766868,15.14,F,home,0
370443,147.08,M,health_fitness,0
1137339,2.13,F,misc_net,0
618221,90.93,M,grocery_pos,0
53666,28.0,M,kids_pets,0
678544,66.36,F,gas_transport,0
41223,76.09,F,grocery_pos,0
1161445,74.94,F,grocery_net,0
31217,95.2,F,home,0
670881,123.63,M,misc_net,0
928091,74.65,M,home,0
1012168,258.05,F,shopping_net,0
693283,5.25,F,shopping_pos,0
768110,10.17,F,kids_pets,0
798720,21.44,F,personal_care,0
1284234,63.67,M,gas_transport,0
274697,39.9,M,misc_pos,0
278720,110.88,F,grocery_pos,0
1029834,130.42,F,personal_care,0
928707,13.16,M,health_fitness,0
641588,56.42,F,gas_transport,0
695577,73.02,F,food_dining,0
311539,24.84,F,shopping_net,0
852134,8.12,F,travel,0
882358,67.76,M,kids_pets,0
715961,23.25,F,misc_pos,0
306663,31.46,F,home,0
1139241,6.18,F,shopping_pos,0
19845,5.43,M,shopping_pos,0
531823,52.98,M,gas_transport,0
58859,3.44,M,misc_net,0
1243892,112.15,M,grocery_pos,0
1137217,9.98,F,shopping_pos,0
55397,53.59,M,health_fitness,0
472995,102.64,F,kids_pets,0
423287,7.76,F,shopping_net,0
458904,8.46,M,misc_pos,0
88296,91.52,F,shopping_pos,0
964803,90.76,M,entertainment,0
111718,48.58,M,health_fitness,0
173080,5.84,F,food_dining,0
98718,4.57,F,misc_pos,0
899,134.8,M,grocery_pos,0
1020993,56.31,M,grocery_net,0
118176,3.58,F,shopping_pos,0
352071,83.1,M,food_dining,0
435879,80.88,M,grocery_pos,0
585236,19.53,F,personal_care,0
644849,93.91,M,grocery_pos,0
145396,7.05,F,shopping_pos,0
276261,70.59,M,health_fitness,0
869650,55.84,M,gas_transport,0
1176585,9.15,F,health_fitness,0
907743,6.45,M,shopping_pos,0
932168,48.97,F,misc_pos,0
403976,79.67,M,grocery_pos,0
720656,93.0,F,food_dining,0
861842,25.53,F,home,0
272015,68.09,M,home,0
793107,19.06,M,personal_care,0
85759,36.88,F,personal_care,0
993864,104.62,M,grocery_pos,0
826529,18.69,F,home,0
689921,375.13,M,misc_pos,0
864302,451.51,M,travel,0
712805,17.96,M,health_fitness,0
25747,141.97,F,health_fitness,0
320459,61.0,M,kids_pets,0
6218,4.32,M,health_fitness,0
687093,62.81,M,grocery_net,0
937297,93.07,M,grocery_pos,0
552682,159.41,M,kids_pets,0
647832,46.63,F,entertainment,0
1018061,108.96,M,shopping_net,0
8909,183.21,M,misc_net,0
61949,9.9,F,travel,0
537065,2.77,M,shopping_net,0
692820,237.27,F,grocery_pos,0
562074,73.15,M,gas_transport,0
139095,38.93,F,shopping_net,0
890181,18.83,M,entertainment,0
215661,87.12,M,gas_transport,0
926107,6.19,M,travel,0
